4.885448867884877089e+00,5.947812790896850998e+00,3.392680280678741500e+00,3.350489138935444977e+00
4.784884988523441685e+00,6.099494432070780903e+00,1.688160349527546344e+00,6.987664451151308853e+00
1.319927632797442740e+00,3.913802071183983600e+00,8.907872656778832721e-02,6.000373467640049086e+00
5.635431395317986869e+00,5.396567432276248688e+00,3.880513242844513933e+00,5.884496859472161390e+00
-5.014176367948522284e+00,-1.874962473521186279e+00,-9.545565365986977691e-01,-5.838526528839793173e+00
-4.981676649880935059e-01,1.531385992928628870e-01,7.795156620911616319e-01,-8.025074262944569270e-01
-6.661689553343171255e+00,1.067867682790811346e+00,-2.364935854360355805e+00,-2.402734285605505615e+00
1.956950413631612706e+00,5.950292736490556678e+00,5.974920075363134853e-01,6.582512029481174309e+00
-4.010349648242144127e-01,1.775554667908276318e+00,-1.671154641184743050e-01,-1.222957876082410245e+00
-5.324682712382879934e-01,4.516205219651718394e+00,9.118990022810945228e-02,1.211718890042464913e+00
-5.696648766117413665e-01,1.577283919581423444e+00,5.557220924679660001e-01,-3.160928680041128480e-01
1.202707178243255015e+00,5.254351656166329043e+00,4.200058724884537797e-01,6.323917064953848310e+00
-3.564410721474928323e+00,3.788404726592802252e-01,-1.608940863224504803e+00,-2.567119612453950594e+00
-3.843784279642211477e+00,-3.433438337764963322e+00,-5.750177048909957955e-01,-4.920774972160291583e+00
-2.427005435434971492e+00,-5.623070902799951476e-01,9.091070972493502100e-03,-4.375954128880803040e+00
-7.295691716357920242e+00,1.696920143892854949e-01,-2.143763416552619816e+00,-2.171573691565507058e+00
2.755277776500677067e+00,6.200857758124591612e+00,1.203854175754941691e+00,4.964748762627878342e+00
4.011394528606563092e+00,6.452714407768858962e+00,2.824323464625128288e+00,5.994610468150675331e+00
1.562114346612772930e+00,6.854468949839869651e+00,4.553153018661724172e-01,6.166497780166449338e+00
-3.521416866313792138e+00,-1.675304837543130976e+00,-7.915697476801761834e-01,-3.862081282092253876e+00
-8.084491547467271388e+00,3.129453330477419915e+00,-3.452886691677523601e+00,-4.369647921939986190e+00
-6.962068153453630615e+00,1.959185958465845090e+00,-2.281362384467875426e+00,-2.712445585848075602e+00
-1.611793056168136395e+00,1.669226780506440688e+00,5.088432960231178415e-01,-2.196776561518160698e+00
4.478404198140749415e+00,5.988390392662241268e+00,1.893654805196257840e+00,5.547873250339013573e+00
-4.644183353858987395e+00,-2.107365994169702716e+00,-3.301265535408478557e-01,-3.834165003173806152e+00
-7.302115860651483992e+00,1.925324527450163359e+00,-2.230861901609325404e+00,-4.072214409592839424e+00
-6.216830497451563353e+00,-5.040265463905109211e-01,-1.306537866184681373e+00,-5.733037204804886322e+00
-3.671998437767532319e+00,7.192929073761576975e-01,-8.583431213655190462e-01,-2.495395224743803819e+00
-8.021390939232434292e+00,-5.477447045536503190e-01,-2.898821045473898295e+00,-8.798252644241508769e-01
-3.130543558256885017e+00,1.635046702588472733e+00,-4.658493532200328469e-01,-1.101829822559095007e+00
5.316771819378142361e+00,4.593676946874612810e+00,1.338580137531199421e+00,6.998304997261374893e+00
-9.480043029252289699e+00,1.977346213127312291e-01,-2.522672873575437791e+00,-4.571120191058912319e+00
-4.145266778522645801e+00,7.478161586128713179e-01,-8.394600792010014079e-01,-3.536661637218143195e+00
-6.125656361118627657e+00,3.495340861028674695e+00,-3.036456413196428894e+00,-2.776160698732299537e+00
-6.293305334330368872e+00,4.336804327153894079e+00,-1.228724014929490238e+00,-3.538999573056801129e+00
-2.105364961294439841e+00,-4.830549679845399513e-01,-2.220660435468790328e-01,-2.879649226769354087e+00
1.405802544659306541e+00,7.727689487082664677e+00,1.531809318764233430e+00,2.412636267159613990e+00
-1.112350589476601481e+00,1.042008703083347587e+00,6.835629503729044876e-01,-1.228986708437787012e+00
-5.272140470411970981e+00,4.352732926936550228e+00,-1.775171552118077756e+00,-2.024113750703580905e+00
-1.191127052214054016e+00,2.216740168322115068e+00,1.409719642802335082e-01,-9.100156043529699090e-01
-5.156235427997841292e+00,2.719182541536990794e+00,-5.009001170042985951e-01,-5.863958313527119159e+00
-2.046312661756274132e+00,-9.832147786318321536e-01,-1.930519207181956645e-02,-1.858385535815804346e+00
-1.528749600544140552e+00,4.292448765267240507e-01,-2.992422414744837500e-01,-3.347550442615997657e+00
1.383334579093899119e+00,5.322853272868702135e+00,4.700581016236562992e-01,5.698064435263953342e+00
