-2.726734131162403596e+00,1.668810281490410219e+00,1.608281871053287015e-01
-2.686650546435501052e+00,2.754766668205053115e+00,-6.515832183016495582e-01
-4.497053615412089478e+00,6.527970712203599923e+00,-3.386908095023077880e+00
1.294843176259896644e+00,3.247937365008735089e+00,-5.263067597563786393e-01
4.299548201077799447e+00,-1.515379531503142196e+00,4.640739430778142993e-01
7.939334916538818732e+00,-3.676404163432153815e+00,3.001845243313462142e+00
1.647087183277294198e+00,-1.528627243483570819e+00,9.839142555931321699e-01
-2.216536879893348466e+00,2.133714197183532058e+00,-3.787643754653939876e-01
-3.319212836530642807e+00,-2.251482321042735268e+00,1.198863854952358643e-01
3.568791184413984130e-01,-3.903867815681722142e+00,6.546807328165967776e-01
-5.821456096048418516e+00,6.616307585324822327e+00,-7.579321171578677907e-01
4.246340916372214558e+00,-5.149554381353551591e+00,1.364474033605724168e+00
3.258518809638021096e+00,-4.604729626784976659e+00,3.250176316173362334e+00
-5.028688855082042330e+00,1.242226601259287300e+00,-7.262974769910734985e-01
3.837324208734167019e+00,-3.615561317827658439e+00,2.415060531700723434e+00
1.707102469886465190e+00,6.798216139865953522e-02,1.752652608462641926e+00
3.537589417945597781e+00,-5.180364504795562652e+00,1.074489722107728973e+00
9.409969966396951602e-01,1.672653076329331467e+00,2.238512371137293955e-01
1.218899974853702606e+00,-7.665675138144484313e-01,6.755677419654211313e-01
-3.374237652560942102e+00,5.481676382380891610e+00,-4.347863477436175184e-01
1.937073437977139712e+00,-5.213355097207939437e+00,3.673737007453193648e+00
-3.353727946343999733e+00,7.116316258205539036e+00,-1.436806311510926637e+00
4.942843348117373026e+00,-3.937012502685024895e+00,2.269889388571868505e+00
5.584569545242080046e+00,-3.625965561007273408e+00,3.099443442531230719e+00
-3.199319177551774640e+00,2.805350258205320024e+00,-6.462686656453997536e-01
4.078537549397731610e+00,-3.964084989761597289e+00,2.331693918584216707e+00
3.477130427647113109e+00,1.898960410922709174e+00,2.879626924620212747e-01
-1.174823018417820331e+00,3.376475375195939765e+00,1.247195772710062989e-01
-1.561979251962704041e+00,3.345521322245387452e+00,-1.491273856722419022e-01
-3.990501986924981814e+00,5.833686174103782207e+00,-3.227462201084842164e+00
3.574632491080517394e+00,-5.684595069302943671e+00,1.095847916503410291e+00
5.545932256176122621e-01,-3.863728445717952376e+00,2.887103528703492294e+00
-7.794295988242289752e+00,4.498462820847660026e+00,-1.409440845249211538e+00
2.687091545298397222e+00,-2.005175944498043705e+00,1.694677316158079261e+00
8.095356860258666742e-01,1.879204676263607654e+00,-1.704107845874437976e-01
-3.921377588287065397e+00,9.532532595905060191e+00,-2.185378549954828387e+00
5.348877386714669946e+00,1.995583935892240035e-01,1.995779931439567223e+00
5.900898213269944570e+00,-4.991692349972436382e+00,3.372073662592488308e+00
-6.633020546989899735e+00,6.587149844613675143e+00,-1.588504717739220196e+00
2.279592500426427470e+00,1.673076515063387282e+00,4.316033910657473549e-01
