1.079375254994218736e+01,-2.408543729734375205e+01,-1.746835516250842701e+01,-1.623530946819066045e+01,-1.394964237989510991e+01,7.701107483594547887e+00,3.153908024679918043e+00,-1.079824045908074837e+01,-1.723935500253723418e+01,-9.462949809156915748e+00,5.873181511682497913e+00,1.547313712668781527e+01,-9.857694298990420378e+00,-1.019687632924849297e+01,5.110320228112361640e+00,2.324821009242637260e+01,-1.196778449011305057e+01,-2.258966505871834585e+01,-5.740375146256915251e+00,3.173141969013816777e+01
2.822137820688672250e+01,-1.561212050376792249e+01,-3.045438983525870391e+00,-8.731379813127167822e+00,-4.001336147188631287e+00,-7.589687253238802001e+00,1.508568523618281887e+01,-2.073191236356032263e+01,2.140723464251089680e+01,2.558905964176193493e+01,-2.054919512768606182e+01,1.482779805849530952e+00,6.249784018113706985e+00,-6.508886331461310348e+00,-1.132139241154803955e+01,4.967370055769571024e+00,-3.062994824052950982e+00,-7.481300639056502888e-01,1.046390293074843036e+01,1.356686483925173548e-01
1.376923492475687461e+00,-7.505163848674138549e+00,-2.158764725858082656e+00,1.100263953453568533e+01,2.562119265643631572e+00,-1.001784002047482325e+01,3.116368044640915436e+00,-7.104039042760904366e+00,-1.178423342025915943e+01,-3.616934828000659685e+00,-2.433570800806237600e+01,3.100846611927458341e+01,-2.244153021268939341e+00,5.507575258739738189e+00,-1.151161725164096206e+00,9.064797387247587324e-01,-1.461718600004069835e+01,-1.435738823685895404e+01,-1.220594497792028221e+01,-4.418277485819785966e-01
9.089628282661195158e-01,6.890025178553732310e+00,-1.358637886131803008e+01,-2.414523652845517177e+00,-5.216806441930319949e+00,-1.535485366208117952e+01,9.153876442593116280e-01,-4.154407454647064846e+00,1.524656261749209207e+00,1.731329224784349208e+01,-5.576580940462370073e+00,2.631357721506415004e+01,4.597960481466913052e+00,-3.134178220234574153e-01,1.162507195306583974e+00,2.720471892808119918e+01,-3.480161346042991433e-01,2.619030954592989957e+00,-1.782139476856226068e+01,1.406632651693838376e+01
-4.743063303739840642e+00,1.147017675676359971e+01,-5.747599249560065182e+00,1.084125906178316612e+01,-5.550788423940856697e-01,1.279894921564795141e+01,-2.547447620198548890e+01,-7.194102201600355961e+00,3.865166074750836955e+00,3.420403970173012453e+00,6.198055967347362305e+00,4.903703093123716883e-01,-7.890289117512872430e+00,-1.124286329871598866e+01,3.611230751182962884e+00,2.244697038344513729e+00,6.757773319293773895e+00,1.800992746960864466e+01,1.985472490106698462e+00,1.995864173206812531e+00
5.999387486296726024e+00,7.579099895676662868e+00,-1.651213290080015739e+01,-2.660238707243662404e+00,-1.462125730888674546e+01,3.582708750251484275e-02,-7.042057104226349118e+00,-1.351718550675567698e+01,-1.217904596368281922e+01,-1.117750062689335522e+00,7.234962732946611297e+00,2.157212944031982715e+01,-6.833654746944950453e-02,-9.711784565764221000e+00,8.406947323946962314e+00,1.321962809395388661e+01,-2.353540488644749473e+01,8.129148003930790622e+00,7.634251073851103797e+00,2.968771430507996811e+01
9.487792080547567508e+00,-1.691496474005428130e+00,-4.289737423966981211e+00,-2.494972798239756173e+01,-8.600470415860346662e+00,-1.430883481245335709e+00,1.331167282351011671e+01,2.248954632202510240e+00,-2.647225412368786834e+00,2.155850101646831263e+01,-2.052795722439480386e+00,2.108912548882380733e+01,-2.817281959380702361e+00,1.520876833415528218e+01,-1.113252589681701998e+01,3.678426235085500196e+01,5.871333773300527525e+00,6.839542035611557713e-01,-2.160444496872252707e+00,-3.868999449020432024e+00
-7.252519716469508992e+00,-2.343057378301606164e+01,4.312245508132570571e-01,-1.321953027275359460e+00,3.358829333174237486e-01,-3.676371704199670631e+00,-2.213231573483808035e+01,6.836409630979273899e+00,-3.490283339045691946e+01,-1.929228677169897210e+01,-1.457674691683137524e+01,1.034389705352782407e+01,-2.376994464470012502e+01,7.312006095666745420e-01,2.601098409788782373e+00,5.574005981292907030e+00,-2.586160878541153352e+01,-3.180502368924020828e-01,4.220883730306759674e+00,2.414812383438614773e+01
1.224316592683502591e+01,-7.740542110184733815e-01,-3.899602623368044085e+00,-1.285078272199885063e+01,1.151126996573522021e+01,-2.908699003486916013e+00,-9.279397596071044418e+00,1.659069402327935094e+01,-6.982379080588621889e+00,1.095190374729266836e+01,-9.358666640313058949e+00,2.676665710481680449e+00,-2.749390449459935049e+00,-2.435002246823166416e+01,-1.195813467567187871e+00,6.043667459462792380e+00,1.135098831743768955e+01,-3.174952339335751716e+00,-8.763837386369626614e+00,3.922802783972221263e+00
3.857464892403683621e-02,-1.113094550325579135e+01,-2.142686766799108966e+01,-4.160050620958362089e+00,-4.223055712276301499e+00,9.089316304948159342e+00,-1.747729828053020640e+01,2.734239937686368638e+00,-2.395126779977768905e+00,-6.689037896348590806e+00,6.004288485735888692e+00,1.556864338297059192e+01,9.771772934298681434e+00,-1.658654313014322668e+01,8.194613939781637768e+00,1.754914762977286458e+01,-5.505053587796274073e+00,1.902421148523835370e+01,8.472815838909544262e-01,2.073133202993352597e+01
