-1.566487494123377289e+00,-8.839952211573631757e-02,-9.523851925153821174e-01,6.501279358334476344e-01,-1.482465194103271378e+00
-2.128802668081418048e+00,2.779022846653965706e-01,-1.768981367436028629e+00,1.438128373750236166e+00,-5.084660198423510691e-01
-1.359321208226760946e+00,-2.154930667913562692e-01,-5.613084144568660783e-01,5.612207799225956695e-01,-1.266453436236982366e+00
-1.775149512037062616e+00,4.769783320927755560e-02,-1.628694348622441890e+00,1.363132628690514325e+00,-1.004970965829604213e+00
-2.119690065243096111e+00,3.359200748607067410e-01,-8.430145798213861674e-01,1.009243855677667501e+00,-5.920962441641577922e-02
-2.503909463250721057e+00,-2.611606253496890351e-01,-1.424043212773073996e+00,1.024211345878872637e+00,-8.081206623036505388e-01
-1.266200934601248607e+00,-2.277790499859132789e-01,-7.076126329404042181e-01,4.770371595257955066e-01,-1.148885373495012630e+00
-2.110599252856694807e+00,-1.569292782470624315e-01,-7.583791869480474013e-01,6.718961046345890420e-01,-9.183237543903457478e-01
-2.716350165825105023e+00,1.590640806127624485e-01,-1.019194589386733352e+00,9.538588123683484632e-01,-7.830466204721845402e-01
-9.784613576741889585e-01,3.299016139213755139e-01,-2.033962368415004551e+00,1.586569984928278387e+00,-9.175133455791937287e-01
1.217339537012838147e+00,-1.838970813642819557e-01,-2.077334328418509179e-01,3.649305546158055358e-01,-1.992545435778957930e-01
-6.673227180079109866e-01,4.056749683795073391e-01,-2.374767498973372692e+00,1.730003768377812445e+00,-2.585523740887237798e-01
-2.797423990577869723e+00,4.726937609880878244e-02,-1.552297441681660617e+00,1.113545785329679516e+00,-6.966624999182683409e-01
-2.565073379233935746e+00,-9.267165521377271342e-02,-1.373342996869485022e+00,1.022802755042013123e+00,-1.181301671697942979e+00
-7.238907691632598951e-01,-3.463946107400748264e-01,-5.768588156992303650e-01,5.871620154838395056e-01,-1.006000277422675726e+00
-1.600436314561914042e+00,-1.235672016406656193e-01,-1.572416223597861595e+00,1.019920100787235162e+00,-1.214863167663623900e+00
-1.128538864841631684e+00,3.420875198272332329e-01,-2.092074705089166375e+00,1.460455368688089450e+00,-5.877017010856353529e-01
-2.436342661302056900e+00,-1.126816373607138558e-02,-9.099449502971538317e-01,8.764183397147802257e-01,-9.128301823837450257e-01
-2.887844284037907605e-01,-2.120599096211880363e-01,-4.034102647470321767e-01,4.197028274623311184e-01,-8.586515012057180929e-01
-1.182493115587677668e+00,-3.644156743409336929e-01,-7.537768526584900375e-01,3.924684275462154148e-01,-9.863107746087773631e-01
1.301508622485781697e+00,-2.422352901187998231e-01,-6.570793189582281590e-02,2.190020837297460554e-01,3.820318735379518160e-01
-1.448954698679871589e+00,2.969840296303093985e-01,-1.928468149841140677e+00,1.586254082503628648e+00,-5.806179513489825306e-01
-2.055954990639866420e+00,1.482054644150757050e-01,-1.415827339282852204e+00,1.240288952992487648e+00,-9.475721334174241894e-01
-1.941569926673579305e+00,1.423156014715276918e-01,-1.496587632513179944e+00,1.279457689692346190e+00,-1.040469047973314298e+00
-2.659834548558548395e+00,5.964550962129785971e-02,-9.055964335375077390e-01,8.394568574251780602e-01,-8.542945983244139008e-01
-1.343543296673911591e+00,9.287426563917833278e-02,-1.611456286944286553e+00,1.484593760713187827e+00,-9.627669822780547948e-01
-2.770418618191411664e+00,2.364432669651992183e-02,-9.218897019901705070e-01,9.188127194017697841e-01,-9.749887563208864405e-01
-4.617955942207609410e-01,3.887395728210516488e-01,-2.278753049094344174e+00,1.837761896374847437e+00,-1.663287723696185716e-01
-1.443018856836127739e+00,4.846414577786049560e-01,-1.827053653334454131e+00,1.618208414873295808e+00,-6.982053295698650297e-01
8.164758986907978411e-01,-2.530616137830883350e-01,-2.069522707148375995e-01,3.046587459983593482e-01,-1.962677888156612038e-01
