-8.661149489786545530e+00,-3.206374174067785798e+00,1.320410453412574681e+00,3.774843133341697410e+00,4.836229035547316535e+00
-7.164890736704120577e+00,3.292030914520693852e-01,4.481561239146971687e-01,3.771118158031362633e+00,-5.025806794461901816e+00
-6.249919825098325887e+00,3.642164169537089435e+00,-5.317418865600478384e+00,9.281542351184176809e+00,2.991794463079493926e+00
6.847686124390136797e+00,-2.377789645776700045e+00,-9.618853869740551232e-01,-1.334976608446809321e+00,-3.074843361308912115e-01
-2.958617193731328143e+00,-5.815809344262574676e+00,-4.459910519078467139e+00,-7.637744916401794981e+00,7.314504637619179128e-02
1.875878277183877341e+00,5.750347165176293629e+00,-5.212085523353066741e+00,-3.797388224931888878e+00,9.138800641506316325e+00
7.757798874710130299e+00,-1.352159562651731761e+00,-5.222890069338229857e+00,-3.619295816291483447e+00,6.275556196427881872e+00
1.416185879883910204e+00,-6.476534608603046195e+00,1.414911853405993902e+01,-3.858345818649455694e+00,-7.351291039423066387e+00
2.517118843022474906e+00,1.203255752202255113e+00,3.201522850688550026e+00,-2.964704754721605440e+00,-5.181446590156713050e+00
-4.312490164359183975e-01,-8.511044375207148960e+00,-3.718398285557023897e+00,-4.276517868327830207e+00,2.124760466953863336e-01
-7.519082585147907061e-02,-3.965818975299189586e-01,5.210974413927127458e+00,9.644821237890065291e+00,6.430511245992709846e+00
-3.393320838898905567e-01,-4.433657080408042739e-01,-3.446043361411002426e+00,1.297489869479031555e+00,-1.023210355639921021e+00
-7.453140958206260436e+00,-1.256278590828633135e+00,-7.072913565785988510e+00,-2.694178428651037294e+00,-3.231842467001537766e+00
3.574085262848954336e+00,3.254600529968593836e+00,1.331890554282355366e+00,-8.679540538232242142e+00,3.244722913948265841e+00
1.434299611630659754e+01,6.554624168863854905e+00,-1.375860388238247634e+00,-4.312109302041682746e+00,7.597579425528981467e+00
-1.156280629910902524e+00,-3.247610185360050306e+00,-4.290065420836095100e+00,6.965889248309872883e+00,1.237415397258089023e+00
9.685337553563869717e-01,1.709709761786283533e+00,-2.981417611924486621e+00,1.905791319180067722e+00,-3.909489139087963583e+00
-2.247384560195958336e+00,3.100741778443756758e+00,6.830734216912530243e+00,-7.909672691535534206e-01,-1.145745367192641062e+01
1.901916227984572494e+00,6.219941342596257527e+00,-3.975995034046746479e-01,-8.864665739723687210e-02,-2.860587615587026011e+00
1.452604290447995439e+00,-6.819611490364474449e+00,3.842177765450111693e+00,7.154028392358362964e+00,-1.447443480561684925e+00
-5.430560736418668100e+00,-1.866000555532469907e-01,1.064946859233082321e+01,-2.806454722768398025e+00,-5.046718662823256096e+00
-3.037264176874339583e+00,1.228379159709751756e+00,5.078855928467217673e+00,-1.144900652294163379e+00,8.187471207978282983e-01
2.036214465765656456e+00,3.757802072337837807e+00,-9.177286438120777490e-01,3.421549125337573827e+00,3.591535411177216197e+00
