6.540749875730751839e+00,1.762687845210621873e+01,8.221549258473460853e+00
6.307216791162648661e-01,-1.147554897346462077e+01,2.249534972687674994e+00
1.176536666238603246e+01,-6.014737719988882958e-02,1.504898831866962938e+00
2.961109758782085777e+01,-8.567858119455529220e-02,-2.888539103350697967e+00
1.469748309628382898e+01,1.767301363432925765e+00,1.123232884378466956e+01
1.287961873906371579e+01,-1.279818045593698983e+01,-9.089096423224155785e+00
4.403370728791682787e+00,8.736572537656194015e+00,3.362858070546892009e+00
1.017414285513619099e+01,-3.831150983427584311e+00,4.194814470475264345e-01
-4.998282840320593223e+00,-5.464565984838060331e+00,-1.033437699367007667e+01
1.078826944519083852e+01,-1.903415949834693421e+01,-7.533486248853045186e-01
1.023869216895939793e+01,-1.085660847145701524e+01,-9.461990728471885603e+00
1.330347982585771049e+01,7.515973064493604028e+00,2.040431994540760741e+01
1.802516987277368798e+01,3.696231586975977645e+00,1.015916973220083008e+01
1.963935865961820326e+01,-6.621995297236413336e+00,-1.633788168517570938e+01
1.069390015100060687e+01,-2.797422804898138438e+00,-4.505986875589150564e+00
3.439593788716093670e+00,1.554897755608281074e+01,6.095903240798268286e+00
2.260409105240343663e+00,2.270098201932423176e+00,1.173744380694597034e+01
7.347034220649657499e-01,4.455455202741548604e+00,8.718145892735517322e+00
2.379352394974591611e+00,5.462531223031846572e+00,1.904723422336783756e+01
7.764342171341468202e+00,-1.405841560241456012e+00,1.334912492672039264e+00
-3.670108424782966949e+00,-3.149102880380419300e+00,1.281843839046336520e+01
1.661395657811416626e+01,2.274806159461375543e+00,-1.159186773757583566e+01
7.466841675536446843e+00,-6.942178559523801695e+00,8.705018910001273369e+00
3.488291276842945265e+00,3.591391985376333196e-01,-2.096353432367023206e+00
5.354292124019011112e+00,-7.131533520820809713e+00,-1.466713114215487446e+00
1.692049721981591759e+01,1.307830868280600800e+00,1.380591232320757555e+01
1.758455726313257372e+01,7.934680508020770517e+00,9.686388766936103067e+00
3.568203695076748971e+01,-5.264963010908463303e-01,-1.681292123277242423e+00
1.420113543200128703e+01,-5.670667537136017344e+00,2.552230163402878205e+01
1.776684111855651338e+00,4.346963696722037973e+00,1.258829698780620276e+01
4.795446007922374854e+00,-1.040174820397530198e+01,-4.417692937472648573e+00
1.607797689230569915e+01,-1.359870648707400420e+01,-2.422844228634588859e+01
1.689035880494034103e+01,-1.658181291988566386e+01,2.778119399731503236e+00
2.604578573988704449e+01,2.550414453843854901e+00,-3.910551652460619643e+00
3.367115657734181866e+00,2.802833915568768930e+00,-6.265386546434985604e+00
1.305340024417944988e+01,-1.768386876446110989e+01,-4.956121589224916413e+00
-2.668911970439374670e+00,2.552401761664774948e+00,1.531314003942197299e+00
1.233075829818123914e+01,-7.565215097737761241e+00,1.314912513112498793e+01
2.040147041885232326e+00,-9.755904200081465305e+00,-9.803182258680312344e+00
2.589620096428274110e+01,-9.784529481572352694e+00,-7.038034710521154924e-01
